vehicle_key,auto_id,vin,make,year,transmission,owner_id,effective_date,end_date,is_current
606,606,SA23YNMGPBVLL59BB,Contoso Motors,2015,Automatic,606,2026-05-22,,True
607,607,PB2GAMT1UBQC0N2BW,Contoso Motors,2013,Automatic,607,2026-05-22,,True
608,608,Z42D49ZK8SZE9JA9Z,Contoso Motors,2004,Automatic,608,2026-05-22,,True
609,609,0I2L5C2P0RY3P97FR,Contoso Motors,2005,Automatic,609,2026-05-22,,True
610,610,SNEXT2XFUNCI9H0F9,Contoso Motors,2007,Automatic,610,2026-05-22,,True
611,611,JA4C5LB3SVH9VGMPZ,Contoso Motors,2007,Automatic,358,2026-05-22,,True
612,612,PA3JJB7JEPN2HG0HX,Contoso Motors,2007,Automatic,819,2026-05-22,,True
613,613,2Y2CFDMXBAQNKC02X,Contoso Motors,2016,Automatic,359,2026-05-22,,True
614,614,VC7CU97RZ8Y7VGYQX,Contoso Motors,2015,Automatic,442,2026-05-22,,True
615,615,N01QK9B7DLNKTHSAV,Contoso Motors,2005,Automatic,325,2026-05-22,,True
616,616,GGNBNTBOU7FBFNYSC,Contoso Motors,2014,Automatic,123,2026-05-22,,True
617,617,ZM15LTFB6YBQULUT1,Contoso Motors,2007,Automatic,171,2026-05-22,,True
618,618,A8XUKOW7TXJ8K37WH,Contoso Motors,2011,Automatic,871,2026-05-22,,True
619,619,XXT5LBJOC2Z7EHTJ8,Contoso Motors,2013,Automatic,875,2026-05-22,,True
620,620,HTSTI9TYT7AVCZAMD,Contoso Motors,2007,Automatic,620,2026-05-22,,True
621,621,N9V6H5GEVWXEJIEFD,Contoso Motors,2004,Automatic,621,2026-05-22,,True
622,622,6F8VEEXVK56DXHTEC,Contoso Motors,2014,Automatic,453,2026-05-22,,True
623,623,A3V048GGYTTKGD4JD,Contoso Motors,2011,Automatic,932,2026-05-22,,True
624,624,9QTETX1DP7VDYSXWG,Contoso Motors,2005,Automatic,225,2026-05-22,,True
625,625,KT3REQOBYWUUX488A,Contoso Motors,2004,Automatic,477,2026-05-22,,True
626,626,C5RO30W6BRFFOFZI7,Contoso Motors,2011,Automatic,475,2026-05-22,,True
627,627,26BP3DNBT2Z6AYHNI,Contoso Motors,2011,Automatic,52,2026-05-22,,True
628,628,PZQAYREQWH527DV50,Contoso Motors,2015,Automatic,628,2026-05-22,,True
629,629,D1ZVY26UV2BFGHZNO,Contoso Motors,2013,Manual,27,2026-05-22,,True
630,630,40AUQE77I2BZ07K5O,Contoso Motors,2016,Automatic,39,2026-05-22,,True
631,631,YVFO13CBNKZXJHE5S,Contoso Motors,2012,Automatic,798,2026-05-22,,True
632,632,NNLRTNV7UVZF1YJ5U,Contoso Motors,2016,Automatic,632,2026-05-22,,True
633,633,DF6OX2WSRA6511BVG,Contoso Motors,2004,Semi-Automatic,19,2026-05-22,,True
634,634,MU72U93BZ8CCAWBUE,Contoso Motors,2013,Semi-Automatic,634,2026-05-22,,True
635,635,5N97WWETF2TXG2B0D,Contoso Motors,2007,Automatic,226,2026-05-22,,True
636,636,UN22JLHW8NGF3LIFS,Contoso Motors,2016,Automatic,63,2026-05-22,,True
637,637,PMF9MF4NEMNYDMOV3,Contoso Motors,2007,Automatic,874,2026-05-22,,True
638,638,MSZOZWSKLED9OW4OB,Contoso Motors,2004,Automatic,933,2026-05-22,,True
639,639,J5G7QC2YSFEF4S6SR,Contoso Motors,2005,Automatic,934,2026-05-22,,True
640,640,KIT8NT6ZT6RY0P84I,Contoso Motors,2007,Automatic,111,2026-05-22,,True
641,641,XL2Y5G1TIV5KTVGXJ,Contoso Motors,2007,Automatic,248,2026-05-22,,True
642,642,HCHAJQOQ1ZN19VN7W,Contoso Motors,2004,Automatic,249,2026-05-22,,True
643,643,6UOCMQWHFIWZTN0XV,Contoso Motors,2004,Semi-Automatic,57,2026-05-22,,True
644,644,FZE5OSHN5M9XAXL2N,Contoso Motors,2013,Semi-Automatic,644,2026-05-22,,True
645,645,WOQY2N691M7VUPN0F,Contoso Motors,2016,Automatic,75,2026-05-22,,True
646,646,IOKBCVTFITW7KV8NV,Contoso Motors,2012,Automatic,942,2026-05-22,,True
647,647,9WSAILJZ8SW8CF6H3,Contoso Motors,2016,Automatic,647,2026-05-22,,True
648,648,4GOJ345ZOYDA33TCB,Contoso Motors,2007,Automatic,87,2026-05-22,,True
649,649,C1OVHZ8ILU8TGGPD8,Contoso Motors,2011,Automatic,97,2026-05-22,,True
650,650,KGX6WIWZK9LANQ1LR,Contoso Motors,2015,Automatic,650,2026-05-22,,True
651,651,BR6LMIBHCBI8ABFVD,Contoso Motors,2014,Automatic,121,2026-05-22,,True
652,652,J5751V8CYCTP8OP4B,Contoso Motors,2004,Automatic,652,2026-05-22,,True
653,653,3BP7P0NENUH9RI3M6,Contoso Motors,2004,Automatic,145,2026-05-22,,True
654,654,64QRQEWGY5ZQINQAZ,Contoso Motors,2007,Automatic,654,2026-05-22,,True
655,655,9C9MXU2K85SKH52B8,Contoso Motors,2016,Automatic,655,2026-05-22,,True
656,656,G5J8FO00MKO0YHNNH,Contoso Motors,2011,Automatic,656,2026-05-22,,True
657,657,MWNDEI881FUSUE07W,Contoso Motors,2004,Automatic,657,2026-05-22,,True
658,658,N8VU34JIFIOLL5QTV,Contoso Motors,2005,Automatic,658,2026-05-22,,True
659,659,EMY7WDRZPPS5PDTYV,Contoso Motors,2011,Automatic,3,2026-05-22,,True
660,660,YQB21B238TXKCMKAD,Contoso Motors,2016,Automatic,172,2026-05-22,,True
661,661,W8XLBATF96LUDDCE4,Contoso Motors,2013,Automatic,51,2026-05-22,,True
662,662,454ILQUYBQPTZ267L,Contoso Motors,2014,Automatic,53,2026-05-22,,True
663,663,5HTLJ84O2J32MFFYS,Contoso Motors,2015,Automatic,169,2026-05-22,,True
664,664,BUHA9ZOJCJRVS3EK6,Contoso Motors,2016,Automatic,304,2026-05-22,,True
665,665,UILM8LD1FDSPINLBZ,Contoso Motors,2005,Automatic,369,2026-05-22,,True
666,666,23YK520GRELCLJVX3,Contoso Motors,2011,Automatic,196,2026-05-22,,True
667,667,SKFXJJNBII3AF3T78,Contoso Motors,2004,Automatic,224,2026-05-22,,True
668,668,CXGSM7RX2NWJ6ZTKG,Contoso Motors,2016,Automatic,668,2026-05-22,,True
669,669,4GGHJBM0ZFJ7IGZQH,Contoso Motors,2011,Automatic,669,2026-05-22,,True
670,670,C4SOMWYENYMFLWAWH,Contoso Motors,2014,Automatic,613,2026-05-22,,True
671,671,15G5IEC3I0K52JC11,Contoso Motors,2005,Automatic,250,2026-05-22,,True
672,672,26QDC3UYGMBBBP2RZ,Contoso Motors,2007,Automatic,370,2026-05-22,,True
673,673,SRRECKRR4UUB0VZWV,Contoso Motors,2011,Automatic,637,2026-05-22,,True
674,674,SRPVCRT3UXBZSNTY5,Contoso Motors,2015,Automatic,54,2026-05-22,,True
675,675,4I8OM07H8BEPD8VY8,Contoso Motors,2012,Automatic,251,2026-05-22,,True
676,676,ORSUL9LZY92OIIR6L,Contoso Motors,2016,Automatic,676,2026-05-22,,True
677,677,F6JFHBLMR0NX8I87T,Contoso Motors,2014,Automatic,661,2026-05-22,,True
678,678,T15T0WOSO20RRZH1B,Contoso Motors,2004,Automatic,685,2026-05-22,,True
679,679,IOE6XD5VDQCY6VTBH,Contoso Motors,2012,Automatic,23,2026-05-22,,True
680,680,PWKDX1KUF46KM4J5X,Contoso Motors,2005,Automatic,680,2026-05-22,,True
681,681,LDXV3HYEO1DKUIFKX,Contoso Motors,2011,Semi-Automatic,67,2026-05-22,,True
682,682,165K804CU71Z1ERBS,Contoso Motors,2013,Semi-Automatic,682,2026-05-22,,True
683,683,GGISA6OZA4D2QNIZ9,Contoso Motors,2011,Automatic,448,2026-05-22,,True
684,684,MR3ZDP1C9ODHT8M76,Contoso Motors,2007,Automatic,259,2026-05-22,,True
685,685,DWT22RBR4EY569RRX,Contoso Motors,2005,Automatic,114,2026-05-22,,True
686,686,12K032PRJPCSBHOLV,Contoso Motors,2011,Automatic,173,2026-05-22,,True
687,687,RBS0Y6TWVF8EQFVTU,Contoso Motors,2009,Automatic,174,2026-05-22,,True
688,688,RFO2ETT02NZYR12RM,Contoso Motors,2004,Automatic,268,2026-05-22,,True
689,689,BA8QX6RD89EZ3TQEJ,Contoso Motors,2004,Manual,488,2026-05-22,,True
690,690,8M98GRB4GIWNVWKF4,Contoso Motors,2005,Manual,489,2026-05-22,,True
691,691,LXHN99S7W9CA1QNI1,Contoso Motors,2013,Semi-Automatic,115,2026-05-22,,True
692,692,DJ5NC85UCWYPOZRWE,Contoso Motors,2013,Semi-Automatic,692,2026-05-22,,True
693,693,EC5AH3OWV2DLLIOMH,Contoso Motors,2013,Automatic,707,2026-05-22,,True
694,694,ZWS5XCAHJ7L40MF32,Contoso Motors,2012,Automatic,86,2026-05-22,,True
695,695,SL0PKLM3YD24Y2VQL,Contoso Motors,2013,Automatic,695,2026-05-22,,True
696,696,04G2AAZES95JFZ9KS,Contoso Motors,2006,Automatic,719,2026-05-22,,True
697,697,Y79QZPA090W8TFNU4,Contoso Motors,2016,Automatic,755,2026-05-22,,True
698,698,SYZNGBRKG9Y3JBTTD,Contoso Motors,2007,Automatic,698,2026-05-22,,True
699,699,TL2CUWMHOQMS2US03,Contoso Motors,2012,Automatic,767,2026-05-22,,True
700,700,SGHRPNB79FAXMCZWQ,Contoso Motors,2011,Automatic,700,2026-05-22,,True
701,701,NHB1NL2QVAZED0713,Contoso Motors,2004,Automatic,801,2026-05-22,,True
702,702,2TT5DNNIHDBXIOWBO,Contoso Motors,2005,Automatic,702,2026-05-22,,True
703,703,C53XVQMRLTY8PN51L,Contoso Motors,2007,Automatic,703,2026-05-22,,True
704,704,P06EU01ICF0P3MD0E,Contoso Motors,2016,Automatic,704,2026-05-22,,True
705,705,XFWVHJNOANIVJSTOR,Contoso Motors,2011,Automatic,705,2026-05-22,,True
706,706,1DHKINM70L0IMDNDX,Contoso Motors,2005,Automatic,706,2026-05-22,,True
707,707,TEIQ3S8J4IS3A37ZH,Contoso Motors,2016,Automatic,195,2026-05-22,,True
708,708,SGY9UAYFZYAZE86LX,Contoso Motors,2004,Automatic,307,2026-05-22,,True
709,709,6LW2ZHZWZXPR9AO7Q,Contoso Motors,2004,Automatic,197,2026-05-22,,True
710,710,ESRMWA9TJLDSGQHLO,Contoso Motors,2005,Automatic,198,2026-05-22,,True
711,711,U9291EX7TM550KABK,Contoso Motors,2007,Automatic,825,2026-05-22,,True
712,712,9SQ22M5CIJSXOAYEB,Contoso Motors,2007,Automatic,59,2026-05-22,,True
713,713,70LKXM5BCGNUG45QI,Contoso Motors,2016,Automatic,96,2026-05-22,,True
714,714,DDHBE53XPJEP6Y7OI,Contoso Motors,2013,Automatic,364,2026-05-22,,True
715,715,DOVXHGDQSGKOTTS7D,Contoso Motors,2004,Automatic,368,2026-05-22,,True
716,716,QPDTG35AB6HRKHYP1,Contoso Motors,2015,Automatic,716,2026-05-22,,True
717,717,FJN5UWII43ECSW9D8,Contoso Motors,2004,Automatic,717,2026-05-22,,True
718,718,A98ZQTKVDBA3LXFNG,Contoso Motors,2011,Automatic,849,2026-05-22,,True
719,719,HCFBT8LPDIWF223FE,Contoso Motors,2015,Automatic,388,2026-05-22,,True
720,720,A75GQE0AKRWCYIMQV,Contoso Motors,2007,Automatic,136,2026-05-22,,True
721,721,L2M27IC4G3Z1OPNGA,Contoso Motors,2005,Automatic,873,2026-05-22,,True
722,722,MY9OKHRUXSR7SKV4K,Contoso Motors,2007,Automatic,221,2026-05-22,,True
723,723,CICHILT7JTT0G3TZ7,Contoso Motors,2005,Automatic,484,2026-05-22,,True
724,724,SZ1PLFQYJNUDHYD3W,Contoso Motors,2005,Automatic,724,2026-05-22,,True
725,725,5H80TLM5QNF4QC4NZ,Contoso Motors,2011,Automatic,989,2026-05-22,,True
726,726,IL53ZX06LEM2VDU43,Contoso Motors,2004,Automatic,37,2026-05-22,,True
727,727,F3IIMGLT5DZYUOK0R,Contoso Motors,2012,Automatic,119,2026-05-22,,True
728,728,3EJUIMFWGRQZG81ET,Contoso Motors,2004,Automatic,728,2026-05-22,,True
729,729,BRHC5R4SNHS73D7QE,Contoso Motors,2014,Semi-Automatic,153,2026-05-22,,True
730,730,7HHGDTH9FK3U8O75R,Contoso Motors,2013,Semi-Automatic,730,2026-05-22,,True
731,731,6WBGQ85RXT2YDTPVP,Contoso Motors,2015,Automatic,144,2026-05-22,,True
732,732,LYI0FRMLLNNWU774U,Contoso Motors,2007,Automatic,490,2026-05-22,,True
733,733,RW2Z6CATSMFIN889Q,Contoso Motors,2016,Automatic,222,2026-05-22,,True
734,734,1IDOX778KN0B9JVQ8,Contoso Motors,2011,Automatic,223,2026-05-22,,True
735,735,HZUVNXFEFR972CF7P,Contoso Motors,2011,Automatic,245,2026-05-22,,True
736,736,7UYFAKDB3GTWRUARI,Contoso Motors,2013,Automatic,499,2026-05-22,,True
737,737,CR0SPKNCJ0TDA6S37,Contoso Motors,2016,Automatic,184,2026-05-22,,True
738,738,NVCEX4LASZIL7H7O3,Contoso Motors,2015,Automatic,210,2026-05-22,,True
739,739,AKYYQ91FZHZPZPW0T,Contoso Motors,2005,Semi-Automatic,201,2026-05-22,,True
740,740,40TD7R10U4Y5LGV0S,Contoso Motors,2013,Semi-Automatic,740,2026-05-22,,True
741,741,W955YIY7FXRM689F8,Contoso Motors,2011,Automatic,165,2026-05-22,,True
742,742,VHRA1Y2TGTA84F00H,Contoso Motors,2013,Automatic,22,2026-05-22,,True
743,743,W4VHIZMS7VNN66O0L,Contoso Motors,2016,Automatic,743,2026-05-22,,True
744,744,4G08RIMH2EDJPMAAO,Contoso Motors,2014,Automatic,189,2026-05-22,,True
745,745,8X5GIWV3BRRMSQNPM,Contoso Motors,2004,Automatic,213,2026-05-22,,True
746,746,1W3N5OPBM26B2FGTI,Contoso Motors,2005,Automatic,746,2026-05-22,,True
747,747,FPV30MHDDWMVNKM7P,Contoso Motors,2005,Automatic,237,2026-05-22,,True
748,748,T9KOS71E4AIP1Q8EL,Contoso Motors,2016,Automatic,748,2026-05-22,,True
749,749,6JQXXHW66LO0UGIHG,Contoso Motors,2016,Automatic,283,2026-05-22,,True
750,750,R3L4HK7T3NX7QVKEN,Contoso Motors,2005,Automatic,750,2026-05-22,,True
751,751,G2X9W0T6L2JS6WFP9,Contoso Motors,2006,Automatic,751,2026-05-22,,True
752,752,5FQ1WG7XU1R21H076,Contoso Motors,2007,Automatic,752,2026-05-22,,True
753,753,TRMKI7HQS5W2AXXZJ,Contoso Motors,2004,Automatic,753,2026-05-22,,True
754,754,KMNVN2AH9A5ROOM8U,Contoso Motors,2005,Automatic,754,2026-05-22,,True
755,755,T1FWKED19XQUSKUIP,Contoso Motors,2005,Automatic,246,2026-05-22,,True
756,756,4R30FOR7NUOBL05GJ,Contoso Motors,2016,Automatic,16,2026-05-22,,True
757,757,O4SP2LLBB22B178AN,Contoso Motors,2009,Automatic,306,2026-05-22,,True
758,758,ECTILBZ7Q9CXDT1PI,Contoso Motors,2016,Automatic,319,2026-05-22,,True
759,759,HDZ6EZ3BJ3R0E8O7D,Contoso Motors,2012,Automatic,295,2026-05-22,,True
760,760,MMPDFE10GSJVDFLPU,Contoso Motors,2005,Automatic,240,2026-05-22,,True
761,761,NQXHWVC3T5K8HQ8VH,Contoso Motors,2013,Automatic,299,2026-05-22,,True
762,762,VGBMKIXICFYAJSHER,Contoso Motors,2004,Automatic,36,2026-05-22,,True
763,763,6JSA9PR2FFEZ9B2LF,Contoso Motors,2016,Automatic,60,2026-05-22,,True
764,764,81G2A4SL9PO4568FR,Contoso Motors,2016,Automatic,764,2026-05-22,,True
765,765,MS1X7K1TATLZN91VO,Contoso Motors,2011,Automatic,765,2026-05-22,,True
766,766,TVQUH7OPXUML589BF,Contoso Motors,2007,Automatic,331,2026-05-22,,True
767,767,K4S59LCD768E439BP,Contoso Motors,2005,Automatic,64,2026-05-22,,True
768,768,TNZWN4KCBEAFU2PY4,Contoso Motors,2007,Automatic,329,2026-05-22,,True
769,769,BCBH8NN5VYDYJKHLN,Contoso Motors,2014,Automatic,343,2026-05-22,,True
770,770,QZ2UC2O6OC2RKAIN2,Contoso Motors,2014,Automatic,365,2026-05-22,,True
771,771,1KGYSUOELB2RW72TO,Contoso Motors,2011,Automatic,84,2026-05-22,,True
772,772,K9HXYEIKIALDNOZVI,Contoso Motors,2004,Automatic,772,2026-05-22,,True
773,773,ZCZW1LLECMJCR28ZW,Contoso Motors,2007,Automatic,353,2026-05-22,,True
774,774,I068HDP99WD7KEY1N,Contoso Motors,2011,Automatic,377,2026-05-22,,True
775,775,JJRWXPF3C451H02VK,Contoso Motors,2013,Automatic,247,2026-05-22,,True
776,776,4OMDL2KTP014J5CLU,Contoso Motors,2011,Automatic,776,2026-05-22,,True
777,777,90YJI5CIBBUPG91RQ,Contoso Motors,2014,Semi-Automatic,249,2026-05-22,,True
778,778,9YCXB7UMTKU8ECRV7,Contoso Motors,2015,Semi-Automatic,778,2026-05-22,,True
779,779,W6V391Z9F53WKNQC6,Contoso Motors,2011,Automatic,353,2026-05-22,,True
780,780,MP7995L7DJRK9RYFV,Contoso Motors,2005,Automatic,90,2026-05-22,,True
781,781,OYM8VOGTOYNEDHEDU,Contoso Motors,2015,Automatic,366,2026-05-22,,True
782,782,X5LI0HRNEZTB1LHJV,Contoso Motors,2013,Automatic,367,2026-05-22,,True
783,783,5E8ZLLMNOKC97Y39F,Contoso Motors,2007,Automatic,485,2026-05-22,,True
784,784,J7QSXBTTYAVCARPCM,Contoso Motors,2014,Automatic,99,2026-05-22,,True
785,785,C6U9GGBA5AW3XTUU1,Contoso Motors,2005,Automatic,354,2026-05-22,,True
786,786,T8NJCUFGG2QGQFDWL,Contoso Motors,2004,Automatic,376,2026-05-22,,True
787,787,YN25BAMRKJLP1K3K6,Contoso Motors,2016,Semi-Automatic,259,2026-05-22,,True
788,788,J0AA6GOZ9DDA3SMI2,Contoso Motors,2015,Semi-Automatic,788,2026-05-22,,True
789,789,0QO6KQFIMUFQYUVK7,Contoso Motors,2005,Automatic,401,2026-05-22,,True
790,790,H0L0TKDKWFMEBAFK2,Contoso Motors,2013,Automatic,343,2026-05-22,,True
791,791,N7JV75WZ0OCOQEDGZ,Contoso Motors,2007,Automatic,791,2026-05-22,,True
792,792,VVLP43HE78ERBU8BK,Contoso Motors,2004,Automatic,425,2026-05-22,,True
793,793,9GV7PZNT6AWE05604,Contoso Motors,2014,Automatic,117,2026-05-22,,True
794,794,54GLGFGG366EBV9J2,Contoso Motors,2005,Automatic,794,2026-05-22,,True
795,795,0A4SMSAGR5CA4LAY6,Contoso Motors,2014,Automatic,165,2026-05-22,,True
796,796,OB8R8LR5DUG79YSRA,Contoso Motors,2007,Automatic,796,2026-05-22,,True
797,797,97PMUAYJHGRMB0KPM,Contoso Motors,2004,Automatic,515,2026-05-22,,True
798,798,IJS4NQHF1H5RDJVWA,Contoso Motors,2005,Automatic,798,2026-05-22,,True
799,799,9DIEKCNPQDFXINGR7,Contoso Motors,2012,Automatic,799,2026-05-22,,True
800,800,P172QGLD4TJDHP5KW,Contoso Motors,2016,Automatic,800,2026-05-22,,True
801,801,YWRP6OT9GHZRYF19H,Contoso Motors,2011,Automatic,801,2026-05-22,,True
802,802,4ZLVO4S8I3N1C658C,Contoso Motors,2013,Automatic,802,2026-05-22,,True
803,803,8HJPW8YBGK2QX45YM,Contoso Motors,2016,Automatic,486,2026-05-22,,True
804,804,QK1HIM0WKKNM7TCT5,Contoso Motors,2010,Automatic,156,2026-05-22,,True
805,805,BRNHVMZOUJ6EOCP32,Contoso Motors,2004,Automatic,13,2026-05-22,,True
806,806,5OZEYSZSL53OJI90B,Contoso Motors,2011,Automatic,61,2026-05-22,,True
807,807,Y6P4Z7FX84XCC210V,Contoso Motors,2016,Automatic,527,2026-05-22,,True
808,808,K0Z9D5WQV51K1D9DD,Contoso Motors,2005,Automatic,377,2026-05-22,,True
809,809,5KIJ2LBT9NBXRYNJ1,Contoso Motors,2004,Automatic,432,2026-05-22,,True
810,810,9D7YC1K6H889N676Y,Contoso Motors,2007,Automatic,180,2026-05-22,,True
811,811,7NR0A40LLPWQBIVEQ,Contoso Motors,2014,Automatic,187,2026-05-22,,True
812,812,DRZQCEQTOITFGYE1F,Contoso Motors,2005,Automatic,812,2026-05-22,,True
813,813,ZTOXRYHCBTPVA346D,Contoso Motors,2007,Automatic,813,2026-05-22,,True
814,814,230L1LHPMTHZMQH5D,Contoso Motors,2011,Automatic,563,2026-05-22,,True
815,815,WU6TUN4OUQJ62959R,Contoso Motors,2011,Automatic,204,2026-05-22,,True
816,816,QYR2YHRCPM7KRXIFH,Contoso Motors,2006,Automatic,443,2026-05-22,,True
817,817,0AHXFLV9JHV1C3FLF,Contoso Motors,2013,Automatic,575,2026-05-22,,True
818,818,VW2J1NWNDZMIX5S9L,Contoso Motors,2011,Automatic,133,2026-05-22,,True
819,819,QFQVXAZ7QT2Y9HY5P,Contoso Motors,2007,Automatic,235,2026-05-22,,True
820,820,PKEPO5FRA6XJVOIJL,Contoso Motors,2011,Automatic,820,2026-05-22,,True
821,821,FR2BMACDU78E81XTM,Contoso Motors,2005,Automatic,609,2026-05-22,,True
822,822,NAYMOPAFWZZJ3P5ST,Contoso Motors,2004,Automatic,633,2026-05-22,,True
823,823,4QY2YX7ZBBYX3R90G,Contoso Motors,2013,Automatic,406,2026-05-22,,True
824,824,HICE0LWREABPLGNZ4,Contoso Motors,2013,Automatic,824,2026-05-22,,True
825,825,VE48CAR1OTQWPEGGZ,Contoso Motors,2014,Semi-Automatic,297,2026-05-22,,True
826,826,HYK915IEFUDRMB5VK,Contoso Motors,2015,Semi-Automatic,826,2026-05-22,,True
827,827,5COLRNFEJUAE4AWRB,Contoso Motors,2011,Automatic,449,2026-05-22,,True
828,828,3NXGTA28RQCJWC2GG,Contoso Motors,2004,Automatic,239,2026-05-22,,True
829,829,80YJYHAP7PBI71W1E,Contoso Motors,2013,Automatic,159,2026-05-22,,True
830,830,RZFQM7V90QR7IISH6,Contoso Motors,2006,Automatic,179,2026-05-22,,True
831,831,95SL8ZZOYDZD11JJ2,Contoso Motors,2004,Automatic,181,2026-05-22,,True
832,832,5DJE9WG9965PK8D38,Contoso Motors,2004,Automatic,256,2026-05-22,,True
833,833,TAKBJJ63U55C1MMUJ,Contoso Motors,2013,Automatic,472,2026-05-22,,True
834,834,2IOYK1O5K2TVF1NFP,Contoso Motors,2012,Automatic,491,2026-05-22,,True
835,835,SZPH4O2AB63H13YQ3,Contoso Motors,2012,Semi-Automatic,403,2026-05-22,,True
836,836,X0FOEI94DVDI6VID8,Contoso Motors,2015,Semi-Automatic,836,2026-05-22,,True
837,837,TGHXAB6J65XTQCVD7,Contoso Motors,2014,Automatic,657,2026-05-22,,True
838,838,1RFEOANOYZCBM4TU0,Contoso Motors,2013,Automatic,775,2026-05-22,,True
839,839,7MUZB90VD18D9W1RH,Contoso Motors,2006,Automatic,839,2026-05-22,,True
840,840,M990FT6MMHZJXQUEC,Contoso Motors,2011,Automatic,681,2026-05-22,,True
841,841,R8V7LBUTZU3144KJO,Contoso Motors,2005,Automatic,797,2026-05-22,,True
842,842,4PRGPFPQSAGGP9NX6,Contoso Motors,2005,Automatic,842,2026-05-22,,True
843,843,ZXOIFCKDL05F05B3X,Contoso Motors,2004,Automatic,845,2026-05-22,,True
844,844,NMGCY7X5J1PJ2UA94,Contoso Motors,2016,Automatic,844,2026-05-22,,True
845,845,HYKPJHYAHBWE8ISKL,Contoso Motors,2011,Automatic,997,2026-05-22,,True
846,846,BU90U8QBV69ZU7O2Q,Contoso Motors,2013,Automatic,846,2026-05-22,,True
847,847,8KRJYE1D2LYS2LZ62,Contoso Motors,2014,Automatic,847,2026-05-22,,True
848,848,GYT0MJJJJJWMIPCGY,Contoso Motors,2015,Automatic,848,2026-05-22,,True
849,849,MUP19M2VC7BB0F2XS,Contoso Motors,2004,Automatic,849,2026-05-22,,True
850,850,7GF2Y9JGPOH5T99V8,Contoso Motors,2010,Automatic,850,2026-05-22,,True
851,851,SC9G0RES3EUPLX7C2,Contoso Motors,2014,Automatic,253,2026-05-22,,True
852,852,G8Q4AX4JD5WD72WM2,Contoso Motors,2015,Automatic,276,2026-05-22,,True
853,853,6LUK9D367V9T1CIN8,Contoso Motors,2005,Automatic,301,2026-05-22,,True
854,854,HZTDMFDAZPE2PGBNN,Contoso Motors,2016,Automatic,303,2026-05-22,,True
855,855,F97CREJY4K36GXYQB,Contoso Motors,2004,Automatic,21,2026-05-22,,True
856,856,52914EY5HGMGPU7SG,Contoso Motors,2004,Automatic,497,2026-05-22,,True
857,857,OMM9F2ABI0RY7XP76,Contoso Motors,2004,Automatic,520,2026-05-22,,True
858,858,CUEHKXE2HHXAKJWY5,Contoso Motors,2004,Automatic,300,2026-05-22,,True
859,859,26GSEZPDD802ZCPDI,Contoso Motors,2016,Automatic,324,2026-05-22,,True
860,860,QPK7XEOMZO2OZ7GV8,Contoso Motors,2004,Automatic,860,2026-05-22,,True
861,861,FZ3HW1YFEWTKM6PNH,Contoso Motors,2005,Automatic,861,2026-05-22,,True
862,862,QA0CKZPRYXCIAXWT1,Contoso Motors,2013,Automatic,139,2026-05-22,,True
863,863,XMABHI97U66MFZWUP,Contoso Motors,2011,Automatic,348,2026-05-22,,True
864,864,U01QK1XK2EGWUGXHT,Contoso Motors,2004,Automatic,569,2026-05-22,,True
865,865,HOA1OHM0MQ4ZJFW9Y,Contoso Motors,2016,Automatic,151,2026-05-22,,True
866,866,DK6JW0RNF0G9PO2FJ,Contoso Motors,2007,Automatic,323,2026-05-22,,True
867,867,HH0UUWH1QB9GG4S4A,Contoso Motors,2016,Automatic,352,2026-05-22,,True
868,868,QZUP2Q4EHOE069K1X,Contoso Motors,2013,Automatic,868,2026-05-22,,True
869,869,6B7VXWUK1PHZCS3OU,Contoso Motors,2014,Automatic,185,2026-05-22,,True
870,870,434GS5N28DIN5OVLH,Contoso Motors,2011,Automatic,209,2026-05-22,,True
871,871,K9QF880KTD5NDKG0M,Contoso Motors,2013,Automatic,871,2026-05-22,,True
872,872,F52U4Z5UNCE2C1OFT,Contoso Motors,2004,Automatic,872,2026-05-22,,True
873,873,MD1QGKELEC5FZ04F8,Contoso Motors,2011,Semi-Automatic,595,2026-05-22,,True
874,874,ZFA6L9YHV0AX89PKO,Contoso Motors,2015,Semi-Automatic,874,2026-05-22,,True
875,875,YECGNLIVTNF3841CP,Contoso Motors,2007,Automatic,576,2026-05-22,,True
876,876,D1360EL2ADUC6MPDQ,Contoso Motors,2005,Automatic,372,2026-05-22,,True
877,877,N8JSLRBYQKE9IACLA,Contoso Motors,2011,Automatic,325,2026-05-22,,True
878,878,3S0ES2JI4ACRFV3ET,Contoso Motors,2009,Automatic,326,2026-05-22,,True
879,879,AAYW7K4YP7I4RNOPV,Contoso Motors,2004,Automatic,349,2026-05-22,,True
880,880,BTJWLTKYWTYE5QNYD,Contoso Motors,2007,Automatic,378,2026-05-22,,True
881,881,87USY6PCJ78B9KL0I,Contoso Motors,2016,Automatic,616,2026-05-22,,True
882,882,R00Z3DI0LOLCAYH87,Contoso Motors,2011,Automatic,617,2026-05-22,,True
883,883,HOCG329DOP8M59A3O,Contoso Motors,2013,Automatic,643,2026-05-22,,True
884,884,1VJFB9JEFQPGC11G3,Contoso Motors,2015,Semi-Automatic,884,2026-05-22,,True
885,885,E8ZEHV77X4K5BI6VB,Contoso Motors,2014,Automatic,233,2026-05-22,,True
886,886,YQ38IK9VIFZ9L4X0L,Contoso Motors,2013,Automatic,934,2026-05-22,,True
