vin,make,year,Model,auto_id,owner_id,DriveTrain,EngineType,transmission,ExteriorColor,InteriorColor,created_at,updated_at
9WSAILJZ8SW8CF6H3,Contoso Motors,2016,Convertible 2DR,647,647,FWD,Electric,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
4GOJ345ZOYDA33TCB,Contoso Motors,2007,SUV,648,87,FWD,12 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
C1OVHZ8ILU8TGGPD8,Contoso Motors,2011,SUV,649,97,AWD,Electric,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
KGX6WIWZK9LANQ1LR,Contoso Motors,2015,Minivan,650,650,FWD,6 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
BR6LMIBHCBI8ABFVD,Contoso Motors,2014,SUV,651,121,FWD,6 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
J5751V8CYCTP8OP4B,Contoso Motors,2004,Minivan,652,652,FWD,6 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
3BP7P0NENUH9RI3M6,Contoso Motors,2004,SUV,653,145,FWD,8 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
64QRQEWGY5ZQINQAZ,Contoso Motors,2007,Minivan,654,654,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
9C9MXU2K85SKH52B8,Contoso Motors,2016,Minivan,655,655,FWD,6 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
G5J8FO00MKO0YHNNH,Contoso Motors,2011,Minivan,656,656,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MWNDEI881FUSUE07W,Contoso Motors,2004,Minivan,657,657,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
N8VU34JIFIOLL5QTV,Contoso Motors,2005,Minivan,658,658,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
EMY7WDRZPPS5PDTYV,Contoso Motors,2011,Sedan,659,3,AWD,4 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YQB21B238TXKCMKAD,Contoso Motors,2016,Wagon,660,172,AWD,4 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
W8XLBATF96LUDDCE4,Contoso Motors,2013,Sedan,661,51,FWD,4 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
454ILQUYBQPTZ267L,Contoso Motors,2014,Sedan,662,53,FWD,4 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
5HTLJ84O2J32MFFYS,Contoso Motors,2015,SUV,663,169,AWD,4 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
BUHA9ZOJCJRVS3EK6,Contoso Motors,2016,Truck,664,304,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
UILM8LD1FDSPINLBZ,Contoso Motors,2005,Truck,665,369,AWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
23YK520GRELCLJVX3,Contoso Motors,2011,Hatchback,666,196,FWD,4 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SKFXJJNBII3AF3T78,Contoso Motors,2004,Wagon,667,224,AWD,4 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
CXGSM7RX2NWJ6ZTKG,Contoso Motors,2016,Minivan,668,668,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
4GGHJBM0ZFJ7IGZQH,Contoso Motors,2011,Minivan,669,669,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
C4SOMWYENYMFLWAWH,Contoso Motors,2014,Crossover,670,613,AWD,4 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
15G5IEC3I0K52JC11,Contoso Motors,2005,Wagon,671,250,FWD,4 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
26QDC3UYGMBBBP2RZ,Contoso Motors,2007,Truck,672,370,AWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SRRECKRR4UUB0VZWV,Contoso Motors,2011,Crossover,673,637,FWD,6 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SRPVCRT3UXBZSNTY5,Contoso Motors,2015,Sedan,674,54,FWD,4 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
4I8OM07H8BEPD8VY8,Contoso Motors,2012,Hatchback,675,251,FWD,4 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ORSUL9LZY92OIIR6L,Contoso Motors,2016,Minivan,676,676,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
F6JFHBLMR0NX8I87T,Contoso Motors,2014,Crossover,677,661,FWD,Electric,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
T15T0WOSO20RRZH1B,Contoso Motors,2004,Crossover,678,685,AWD,6 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
IOE6XD5VDQCY6VTBH,Contoso Motors,2012,Commercial,679,23,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
PWKDX1KUF46KM4J5X,Contoso Motors,2005,Convertible 2DR,680,680,FWD,Electric,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LDXV3HYEO1DKUIFKX,Contoso Motors,2011,Coupe,681,67,FWD,6 Cylinder,Semi-Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
165K804CU71Z1ERBS,Contoso Motors,2013,Hybrid,682,682,FWD,Hybrid,Semi-Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GGISA6OZA4D2QNIZ9,Contoso Motors,2011,Truck,683,448,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MR3ZDP1C9ODHT8M76,Contoso Motors,2007,Hatchback,684,259,AWD,4 Cylinder,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DWT22RBR4EY569RRX,Contoso Motors,2005,Sedan,685,114,AWD,4 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
12K032PRJPCSBHOLV,Contoso Motors,2011,Sedan,686,173,RWD,4 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
RBS0Y6TWVF8EQFVTU,Contoso Motors,2009,Sedan,687,174,FWD,4 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
RFO2ETT02NZYR12RM,Contoso Motors,2004,Wagon,688,268,FWD,4 Cylinder,Automatic,Blazing Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
BA8QX6RD89EZ3TQEJ,Contoso Motors,2004,Truck,689,488,FWD,6 Cylinder,Manual,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
8M98GRB4GIWNVWKF4,Contoso Motors,2005,Truck,690,489,FWD,6 Cylinder,Manual,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LXHN99S7W9CA1QNI1,Contoso Motors,2013,Coupe,691,115,RWD,6 Cylinder,Semi-Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DJ5NC85UCWYPOZRWE,Contoso Motors,2013,Hybrid,692,692,FWD,Hybrid,Semi-Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
EC5AH3OWV2DLLIOMH,Contoso Motors,2013,Crossover,693,707,FWD,Electric,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ZWS5XCAHJ7L40MF32,Contoso Motors,2012,Commercial,694,86,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SL0PKLM3YD24Y2VQL,Contoso Motors,2013,Convertible 2DR,695,695,FWD,6 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
04G2AAZES95JFZ9KS,Contoso Motors,2006,SUV,696,719,AWD,Hybrid,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
Y79QZPA090W8TFNU4,Contoso Motors,2016,Crossover,697,755,AWD,3 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SYZNGBRKG9Y3JBTTD,Contoso Motors,2007,Minivan,698,698,FWD,6 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TL2CUWMHOQMS2US03,Contoso Motors,2012,SUV,699,767,FWD,Electric,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SGHRPNB79FAXMCZWQ,Contoso Motors,2011,Minivan,700,700,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NHB1NL2QVAZED0713,Contoso Motors,2004,SUV,701,801,FWD,6 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
2TT5DNNIHDBXIOWBO,Contoso Motors,2005,Minivan,702,702,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
C53XVQMRLTY8PN51L,Contoso Motors,2007,Minivan,703,703,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
P06EU01ICF0P3MD0E,Contoso Motors,2016,Minivan,704,704,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
XFWVHJNOANIVJSTOR,Contoso Motors,2011,Minivan,705,705,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1DHKINM70L0IMDNDX,Contoso Motors,2005,Minivan,706,706,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TEIQ3S8J4IS3A37ZH,Contoso Motors,2016,Sedan,707,195,FWD,4 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SGY9UAYFZYAZE86LX,Contoso Motors,2004,Hatchback,708,307,FWD,4 Cylinder,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
6LW2ZHZWZXPR9AO7Q,Contoso Motors,2004,Sedan,709,197,FWD,4 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ESRMWA9TJLDSGQHLO,Contoso Motors,2005,Sedan,710,198,FWD,4 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
U9291EX7TM550KABK,Contoso Motors,2007,SUV,711,825,AWD,6 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
9SQ22M5CIJSXOAYEB,Contoso Motors,2007,Truck,712,59,AWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
70LKXM5BCGNUG45QI,Contoso Motors,2016,Truck,713,96,AWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DDHBE53XPJEP6Y7OI,Contoso Motors,2013,Wagon,714,364,AWD,4 Cylinder,Automatic,Thunder Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DOVXHGDQSGKOTTS7D,Contoso Motors,2004,Wagon,715,368,AWD,4 Cylinder,Automatic,Blue,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
QPDTG35AB6HRKHYP1,Contoso Motors,2015,Minivan,716,716,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
FJN5UWII43ECSW9D8,Contoso Motors,2004,Minivan,717,717,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
A98ZQTKVDBA3LXFNG,Contoso Motors,2011,SUV,718,849,FWD,4 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HCFBT8LPDIWF223FE,Contoso Motors,2015,Hatchback,719,388,AWD,4 Cylinder,Automatic,Thunder Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
A75GQE0AKRWCYIMQV,Contoso Motors,2007,Truck,720,136,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
L2M27IC4G3Z1OPNGA,Contoso Motors,2005,SUV,721,873,FWD,4 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MY9OKHRUXSR7SKV4K,Contoso Motors,2007,Sedan,722,221,RWD,4 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
CICHILT7JTT0G3TZ7,Contoso Motors,2005,Hatchback,723,484,FWD,4 Cylinder,Automatic,Volcanic Orange,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SZ1PLFQYJNUDHYD3W,Contoso Motors,2005,Minivan,724,724,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
5H80TLM5QNF4QC4NZ,Contoso Motors,2011,SUV,725,989,RWD,4 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
IL53ZX06LEM2VDU43,Contoso Motors,2004,SUV,726,37,FWD,Electric,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
F3IIMGLT5DZYUOK0R,Contoso Motors,2012,Commercial,727,119,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
3EJUIMFWGRQZG81ET,Contoso Motors,2004,Convertible 2DR,728,728,AWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
BRHC5R4SNHS73D7QE,Contoso Motors,2014,Coupe,729,153,FWD,6 Cylinder,Semi-Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
7HHGDTH9FK3U8O75R,Contoso Motors,2013,Hybrid,730,730,FWD,Hybrid,Semi-Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
6WBGQ85RXT2YDTPVP,Contoso Motors,2015,Truck,731,144,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LYI0FRMLLNNWU774U,Contoso Motors,2007,Wagon,732,490,FWD,4 Cylinder,Automatic,White Silver,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
RW2Z6CATSMFIN889Q,Contoso Motors,2016,Sedan,733,222,AWD,4 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1IDOX778KN0B9JVQ8,Contoso Motors,2011,Sedan,734,223,AWD,4 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HZUVNXFEFR972CF7P,Contoso Motors,2011,Sedan,735,245,RWD,4 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
7UYFAKDB3GTWRUARI,Contoso Motors,2013,Hatchback,736,499,FWD,4 Cylinder,Automatic,Silver,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
CR0SPKNCJ0TDA6S37,Contoso Motors,2016,Truck,737,184,RWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NVCEX4LASZIL7H7O3,Contoso Motors,2015,Truck,738,210,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
AKYYQ91FZHZPZPW0T,Contoso Motors,2005,Coupe,739,201,AWD,6 Cylinder,Semi-Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
40TD7R10U4Y5LGV0S,Contoso Motors,2013,Hybrid,740,740,FWD,Hybrid,Semi-Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
W955YIY7FXRM689F8,Contoso Motors,2011,Crossover,741,165,FWD,Hybrid,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
VHRA1Y2TGTA84F00H,Contoso Motors,2013,Commercial,742,22,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
W4VHIZMS7VNN66O0L,Contoso Motors,2016,Convertible 2DR,743,743,AWD,4 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
4G08RIMH2EDJPMAAO,Contoso Motors,2014,Crossover,744,189,AWD,Hybrid,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
8X5GIWV3BRRMSQNPM,Contoso Motors,2004,Crossover,745,213,FWD,Electric,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1W3N5OPBM26B2FGTI,Contoso Motors,2005,Minivan,746,746,FWD,6 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
FPV30MHDDWMVNKM7P,Contoso Motors,2005,Crossover,747,237,FWD,Electric,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
T9KOS71E4AIP1Q8EL,Contoso Motors,2016,Minivan,748,748,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
6JQXXHW66LO0UGIHG,Contoso Motors,2016,Crossover,749,283,FWD,12 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
R3L4HK7T3NX7QVKEN,Contoso Motors,2005,Minivan,750,750,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
G2X9W0T6L2JS6WFP9,Contoso Motors,2006,Minivan,751,751,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
5FQ1WG7XU1R21H076,Contoso Motors,2007,Minivan,752,752,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TRMKI7HQS5W2AXXZJ,Contoso Motors,2004,Minivan,753,753,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
KMNVN2AH9A5ROOM8U,Contoso Motors,2005,Minivan,754,754,FWD,6 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
T1FWKED19XQUSKUIP,Contoso Motors,2005,Sedan,755,246,FWD,4 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
4R30FOR7NUOBL05GJ,Contoso Motors,2016,Wagon,756,16,FWD,6 Cylinder,Automatic,Volcanic Orange,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
O4SP2LLBB22B178AN,Contoso Motors,2009,Sedan,757,306,FWD,4 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ECTILBZ7Q9CXDT1PI,Contoso Motors,2016,Sedan,758,319,FWD,4 Cylinder,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HDZ6EZ3BJ3R0E8O7D,Contoso Motors,2012,SUV,759,295,AWD,6 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MMPDFE10GSJVDFLPU,Contoso Motors,2005,Truck,760,240,AWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NQXHWVC3T5K8HQ8VH,Contoso Motors,2013,Truck,761,299,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
VGBMKIXICFYAJSHER,Contoso Motors,2004,Hatchback,762,36,FWD,6 Cylinder,Automatic,Blazing Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
6JSA9PR2FFEZ9B2LF,Contoso Motors,2016,Wagon,763,60,AWD,6 Cylinder,Automatic,Blazing Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
81G2A4SL9PO4568FR,Contoso Motors,2016,Minivan,764,764,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MS1X7K1TATLZN91VO,Contoso Motors,2011,Minivan,765,765,FWD,6 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TVQUH7OPXUML589BF,Contoso Motors,2007,Crossover,766,331,AWD,Hybrid,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
K4S59LCD768E439BP,Contoso Motors,2005,Wagon,767,64,FWD,6 Cylinder,Automatic,Volcanic Orange,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TNZWN4KCBEAFU2PY4,Contoso Motors,2007,Truck,768,329,RWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
BCBH8NN5VYDYJKHLN,Contoso Motors,2014,SUV,769,343,FWD,12 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
QZ2UC2O6OC2RKAIN2,Contoso Motors,2014,Sedan,770,365,RWD,4 Cylinder,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1KGYSUOELB2RW72TO,Contoso Motors,2011,Hatchback,771,84,FWD,6 Cylinder,Automatic,Blazing Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
K9HXYEIKIALDNOZVI,Contoso Motors,2004,Minivan,772,772,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ZCZW1LLECMJCR28ZW,Contoso Motors,2007,SUV,773,353,RWD,Electric,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
I068HDP99WD7KEY1N,Contoso Motors,2011,SUV,774,377,FWD,6 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
JJRWXPF3C451H02VK,Contoso Motors,2013,Commercial,775,247,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
4OMDL2KTP014J5CLU,Contoso Motors,2011,Convertible 2DR,776,776,AWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
90YJI5CIBBUPG91RQ,Contoso Motors,2014,Coupe,777,249,FWD,6 Cylinder,Semi-Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
9YCXB7UMTKU8ECRV7,Contoso Motors,2015,Hybrid,778,778,FWD,Hybrid,Semi-Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
W6V391Z9F53WKNQC6,Contoso Motors,2011,Truck,779,353,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MP7995L7DJRK9RYFV,Contoso Motors,2005,Wagon,780,90,AWD,6 Cylinder,Automatic,Blue,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
OYM8VOGTOYNEDHEDU,Contoso Motors,2015,Sedan,781,366,AWD,4 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
X5LI0HRNEZTB1LHJV,Contoso Motors,2013,Sedan,782,367,AWD,4 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
5E8ZLLMNOKC97Y39F,Contoso Motors,2007,Sedan,783,485,FWD,4 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
J7QSXBTTYAVCARPCM,Contoso Motors,2014,Hatchback,784,99,AWD,6 Cylinder,Automatic,Chili Red,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
C6U9GGBA5AW3XTUU1,Contoso Motors,2005,Truck,785,354,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
T8NJCUFGG2QGQFDWL,Contoso Motors,2004,Truck,786,376,FWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YN25BAMRKJLP1K3K6,Contoso Motors,2016,Coupe,787,259,RWD,6 Cylinder,Semi-Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
J0AA6GOZ9DDA3SMI2,Contoso Motors,2015,Hybrid,788,788,FWD,Hybrid,Semi-Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
0QO6KQFIMUFQYUVK7,Contoso Motors,2005,SUV,789,401,RWD,8 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
H0L0TKDKWFMEBAFK2,Contoso Motors,2013,Commercial,790,343,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
